"Dataset name: National accounts, Main aggregates (Eurostat ESA2010 TP, table 1); Frequency: Quarterly; Adjustment indicator: Neither seasonally nor working day adjusted; Counterpart area: World (all entities, including reference area, including IO); Reference sector: Total economy; Counterpart sector: Total economy; Accounting entries: Not applicable; Stocks, Transactions, Other Flows: Labour Productivity (per persons); Instrument and assets classification: Not applicable; Activity classification: Total - All activities; Expenditure (COFOG, COICOP, COPP or COPNI): Not applicable; Unit of measure: Index; Prices: Chain linked volume (rebased); Transformation: Non transformed data"
,MNA.Q.N.AT.W0.S1.S1._Z.LPR_PS._Z._T._Z.IX.LR.N,MNA.Q.N.BE.W0.S1.S1._Z.LPR_PS._Z._T._Z.IX.LR.N,MNA.Q.N.DE.W0.S1.S1._Z.LPR_PS._Z._T._Z.IX.LR.N,MNA.Q.N.DK.W0.S1.S1._Z.LPR_PS._Z._T._Z.IX.LR.N,MNA.Q.N.ES.W0.S1.S1._Z.LPR_PS._Z._T._Z.IX.LR.N,MNA.Q.N.FI.W0.S1.S1._Z.LPR_PS._Z._T._Z.IX.LR.N,MNA.Q.N.FR.W0.S1.S1._Z.LPR_PS._Z._T._Z.IX.LR.N,MNA.Q.N.GB.W0.S1.S1._Z.LPR_PS._Z._T._Z.IX.LR.N,MNA.Q.N.GR.W0.S1.S1._Z.LPR_PS._Z._T._Z.IX.LR.N,MNA.Q.N.IE.W0.S1.S1._Z.LPR_PS._Z._T._Z.IX.LR.N,MNA.Q.N.IT.W0.S1.S1._Z.LPR_PS._Z._T._Z.IX.LR.N,MNA.Q.N.LU.W0.S1.S1._Z.LPR_PS._Z._T._Z.IX.LR.N,MNA.Q.N.NL.W0.S1.S1._Z.LPR_PS._Z._T._Z.IX.LR.N,MNA.Q.N.PT.W0.S1.S1._Z.LPR_PS._Z._T._Z.IX.LR.N,MNA.Q.N.SE.W0.S1.S1._Z.LPR_PS._Z._T._Z.IX.LR.N
2011Q2,101.14,101.81,101.47,101.79,103.19,100.44,101.65,99.04,98.51,104.83,101.40,99.67,101.47,99.84,104.53
2011Q1,99.41,98.68,102.76,99.98,99.50,100.06,101.45,100.09,92.52,102.27,98.16,100.85,101.24,97.75,100.06
2010Q4,104.41,105.54,100.46,103.34,103.95,107.13,102.63,101.92,100.16,100.03,102.69,102.40,103.25,101.47,107.35
2010Q3,100.82,95.10,102.00,100.14,97.50,97.02,98.07,100.47,101.14,101.50,100.22,97.86,97.26,102.13,91.44
2010Q2,99.21,101.66,99.28,99.44,101.30,100.14,100.20,97.99,101.03,98.96,100.77,100.53,100.06,100.03,104.01
2010Q1,95.56,97.70,98.26,97.08,97.25,95.71,99.11,99.62,97.67,99.52,96.33,99.20,99.43,96.37,97.19
2009Q4,103.88,104.46,97.12,99.62,102.94,102.62,100.98,100.43,106.47,95.67,100.67,99.25,101.14,98.31,101.38
2009Q3,99.20,93.74,98.09,95.63,95.90,94.93,96.25,99.06,106.09,96.39,97.53,94.92,95.47,99.29,87.18
2009Q2,97.38,99.13,95.00,94.86,99.13,95.44,98.12,95.95,103.32,96.52,97.94,96.22,97.59,96.47,98.75
2009Q1,95.91,95.58,95.30,94.50,95.09,92.84,97.42,98.05,95.78,96.24,94.64,96.99,97.59,92.91,93.74
2008Q4,103.58,103.23,99.13,98.82,100.02,105.41,100.83,101.10,107.65,91.66,101.72,99.19,102.17,96.82,100.53
2008Q3,102.21,95.71,103.76,97.34,92.90,100.06,97.78,101.45,109.69,94.19,100.37,100.79,97.74,98.62,89.92
2008Q2,103.05,103.47,103.36,99.37,96.52,102.78,100.97,99.04,107.30,93.31,103.47,105.89,101.86,97.32,103.49
2008Q1,101.43,100.25,102.70,97.53,92.66,102.12,100.56,103.07,103.45,99.54,100.96,107.77,101.91,95.16,98.24
2007Q4,106.21,106.49,102.13,104.42,98.45,110.05,102.69,103.97,110.34,97.56,104.27,107.26,104.23,99.01,106.04
2007Q3,102.12,96.36,103.97,99.01,91.55,100.85,97.72,102.99,112.15,93.32,101.21,105.81,97.34,97.73,90.19
2007Q2,102.96,103.04,101.64,98.76,95.77,103.60,100.54,99.54,110.22,96.23,104.41,109.81,100.74,97.41,102.33
2007Q1,100.41,100.15,102.25,98.23,92.66,101.95,100.26,102.93,102.74,99.46,101.80,108.25,101.06,94.39,99.38
2006Q4,105.43,105.62,101.56,104.07,97.53,107.31,101.76,102.72,110.79,95.90,105.50,108.30,102.42,97.19,104.61
2006Q3,100.75,95.11,102.23,100.29,91.26,97.53,96.42,100.69,108.52,95.57,101.42,102.98,96.51,95.35,89.30
2006Q2,100.56,101.45,100.08,102.34,95.47,100.82,99.90,98.14,105.48,96.30,103.39,105.87,100.95,94.84,101.41
2006Q1,97.82,98.55,100.01,99.27,92.39,98.79,99.39,100.94,101.49,96.68,100.42,105.62,100.58,91.79,98.39
2005Q4,102.57,104.19,98.22,103.62,97.20,104.06,100.43,101.67,104.76,97.39,105.90,106.49,102.39,94.64,102.20
2005Q3,99.47,93.72,99.80,98.54,91.35,96.17,95.17,99.39,106.41,92.94,101.95,102.41,95.38,93.86,87.03
2005Q2,99.98,100.10,98.50,100.43,95.54,98.91,98.95,95.52,101.39,95.96,103.87,105.52,98.97,94.89,99.44
2005Q1,96.24,96.79,96.02,97.17,92.54,96.56,97.96,97.91,97.60,95.06,98.87,104.10,98.48,91.45,93.76
2004Q4,100.33,103.23,97.57,103.04,97.84,105.45,99.83,98.49,105.04,97.08,105.39,106.52,100.73,93.80,100.39
2004Q3,99.35,93.78,98.52,97.15,92.12,94.57,94.53,97.54,106.65,91.78,100.20,101.20,93.43,93.62,84.74
2004Q2,98.89,99.79,96.95,97.69,95.61,96.79,97.66,95.03,100.40,95.43,103.68,104.29,97.30,93.02,95.61
2004Q1,96.00,96.18,96.63,97.76,93.11,94.24,96.95,96.96,98.22,94.31,99.75,101.04,98.10,89.86,92.24
2003Q4,99.40,100.89,97.08,100.42,98.74,102.83,97.81,98.56,104.70,98.94,104.27,105.78,97.36,92.29,95.37
2003Q3,96.65,91.18,98.41,93.38,92.25,91.70,92.26,96.32,103.46,90.51,99.03,97.60,90.54,90.97,81.16
2003Q2,96.60,97.15,95.98,94.52,96.01,93.37,94.31,93.19,98.02,93.08,102.03,101.97,94.38,89.84,90.23
2003Q1,93.96,94.38,95.01,94.99,93.88,90.66,94.54,94.83,94.18,91.72,99.76,97.56,95.00,88.05,88.23
2002Q4,98.55,100.05,96.74,97.58,99.01,99.20,95.94,94.41,98.28,96.53,105.91,101.93,95.84,91.37,92.16
2002Q3,97.00,90.75,98.20,92.94,92.53,89.42,91.65,93.84,98.80,91.80,100.21,98.54,89.87,90.35,78.56
2002Q2,96.88,96.52,95.86,94.16,96.14,92.78,94.48,90.47,92.97,91.56,104.33,104.31,94.13,90.74,89.14
2002Q1,93.78,92.68,94.24,93.55,93.73,90.17,93.79,92.04,90.52,90.38,99.98,100.79,94.29,88.58,84.86
2001Q4,97.55,96.99,96.02,97.61,98.90,97.46,95.30,93.27,99.42,90.64,106.63,103.52,96.17,91.82,90.31
2001Q3,94.71,88.70,96.73,92.99,92.46,89.37,90.58,91.32,98.82,86.89,100.50,96.87,89.66,90.35,76.46
2001Q2,94.81,95.34,95.43,92.82,95.74,91.50,93.71,89.61,90.76,88.71,105.96,100.46,94.87,90.08,86.62
2001Q1,92.50,92.45,95.10,93.37,93.19,91.07,93.89,90.74,89.13,89.17,103.23,103.27,95.64,87.38,84.49
2000Q4,97.62,97.76,94.24,98.25,97.81,97.55,94.75,91.84,97.22,90.91,107.84,105.54,96.47,91.07,90.51
2000Q3,94.95,89.37,94.74,92.38,91.98,88.05,89.96,89.43,95.43,86.31,101.32,102.00,89.56,90.36,77.17
2000Q2,94.08,95.58,93.77,93.43,95.39,89.85,93.29,87.47,87.33,86.48,105.51,105.18,94.26,89.40,87.15
2000Q1,90.49,92.37,93.08,93.02,92.65,89.87,93.56,89.69,85.71,84.27,102.35,106.15,95.41,88.11,84.75
1999Q4,96.08,96.90,94.68,95.36,98.07,95.04,94.26,89.83,95.11,86.63,107.28,,95.42,90.15,89.87
1999Q3,93.40,88.96,94.29,89.41,92.16,85.55,89.24,87.90,92.38,82.23,100.02,,87.83,89.16,74.87
1999Q2,91.50,93.73,92.76,90.88,95.07,87.13,91.84,85.14,84.61,81.64,103.41,,91.59,88.01,84.81
1999Q1,87.31,89.87,91.48,90.38,91.36,85.62,91.43,86.53,81.00,81.46,99.23,,92.11,86.15,82.71
1998Q4,92.97,92.98,93.29,91.89,97.97,94.41,93.21,88.96,90.78,80.33,104.94,,92.51,88.00,86.94
1998Q3,91.52,86.41,93.82,87.77,92.09,84.94,88.36,85.28,89.31,80.06,99.77,,85.95,87.81,73.11
1998Q2,90.42,92.08,92.45,88.09,94.95,85.48,91.17,84.24,82.20,81.55,103.80,,90.01,85.75,83.45
1998Q1,86.02,89.71,92.34,90.39,91.88,81.87,90.60,84.97,80.19,78.87,99.59,,90.92,83.92,81.04
1997Q4,92.04,93.76,93.67,90.42,98.46,90.96,92.21,87.05,92.34,,106.42,,90.77,85.74,85.58
1997Q3,89.29,86.92,93.64,86.69,92.42,82.08,86.86,83.62,90.65,,98.98,,84.50,85.48,71.49
1997Q2,87.36,91.65,92.78,89.66,94.89,82.18,89.86,82.09,82.00,,102.73,,88.39,84.99,81.63
1997Q1,83.33,87.91,89.06,88.33,91.38,79.64,88.14,82.43,78.57,,97.50,,88.27,82.71,77.93
1996Q4,89.52,91.19,92.06,89.29,97.39,88.02,90.01,86.27,87.85,,102.24,,89.32,84.86,81.18
1996Q3,87.75,84.09,92.01,85.09,92.55,78.90,85.52,83.22,86.27,,97.20,,83.67,84.11,68.30
1996Q2,86.55,88.74,89.89,87.47,95.38,80.60,88.15,80.55,77.89,,101.32,,87.37,83.21,77.04
1996Q1,83.15,85.61,88.36,86.64,92.07,78.54,88.03,82.66,75.59,,98.86,,87.47,80.89,77.24
1995Q4,,89.83,90.77,88.24,96.91,86.23,89.33,84.94,84.02,,,,87.76,83.15,79.54
1995Q3,,83.04,90.72,83.01,91.24,77.60,84.31,81.93,83.05,,,,82.17,82.90,66.37
1995Q2,,87.46,89.55,84.96,94.11,79.34,87.74,78.71,75.92,,,,85.85,81.74,75.45
1995Q1,,84.86,88.56,85.59,90.64,75.92,87.53,81.50,73.41,,,,87.13,79.44,75.46
1994Q4,,,90.35,,,84.47,89.08,,,,,,,,77.53
1994Q3,,,89.67,,,76.11,83.74,,,,,,,,65.33
1994Q2,,,88.20,,,76.90,86.84,,,,,,,,74.11
1994Q1,,,86.91,,,74.12,85.56,,,,,,,,72.95
1993Q4,,,88.24,,,80.90,87.51,,,,,,,,73.88
1993Q3,,,87.96,,,72.59,82.32,,,,,,,,63.05
1993Q2,,,86.15,,,72.86,85.09,,,,,,,,70.39
1993Q1,,,84.37,,,69.49,84.13,,,,,,,,68.57
1992Q4,,,87.58,,,75.67,87.12,,,,,,,,
1992Q3,,,87.08,,,68.37,81.68,,,,,,,,
1992Q2,,,85.58,,,69.53,84.46,,,,,,,,
1992Q1,,,85.30,,,66.74,84.34,,,,,,,,
1991Q4,,,85.11,,,72.65,85.90,,,,,,,,
1991Q3,,,84.45,,,65.62,79.99,,,,,,,,
1991Q2,,,83.32,,,67.23,82.53,,,,,,,,
1991Q1,,,81.71,,,64.11,81.77,,,,,,,,
1990Q4,,,,,,71.47,84.62,,,,,,,,
1990Q3,,,,,,65.30,78.99,,,,,,,,
1990Q2,,,,,,67.64,82.16,,,,,,,,
1990Q1,,,,,,65.81,81.78,,,,,,,,
1989Q4,,,,,,,83.74,,,,,,,,
1989Q3,,,,,,,77.39,,,,,,,,
1989Q2,,,,,,,80.41,,,,,,,,
1989Q1,,,,,,,79.62,,,,,,,,
1988Q4,,,,,,,81.54,,,,,,,,
1988Q3,,,,,,,75.68,,,,,,,,
1988Q2,,,,,,,78.50,,,,,,,,
1988Q1,,,,,,,77.43,,,,,,,,
1987Q4,,,,,,,79.50,,,,,,,,
1987Q3,,,,,,,72.64,,,,,,,,
1987Q2,,,,,,,75.42,,,,,,,,
1987Q1,,,,,,,74.40,,,,,,,,
1986Q4,,,,,,,77.21,,,,,,,,
1986Q3,,,,,,,71.50,,,,,,,,
1986Q2,,,,,,,74.87,,,,,,,,
1986Q1,,,,,,,73.42,,,,,,,,
1985Q4,,,,,,,76.00,,,,,,,,
1985Q3,,,,,,,70.25,,,,,,,,
1985Q2,,,,,,,73.07,,,,,,,,
1985Q1,,,,,,,72.25,,,,,,,,
1984Q4,,,,,,,74.67,,,,,,,,
1984Q3,,,,,,,68.77,,,,,,,,
1984Q2,,,,,,,71.59,,,,,,,,
1984Q1,,,,,,,71.24,,,,,,,,
1983Q4,,,,,,,73.11,,,,,,,,
1983Q3,,,,,,,66.98,,,,,,,,
1983Q2,,,,,,,70.65,,,,,,,,
1983Q1,,,,,,,69.74,,,,,,,,
1982Q4,,,,,,,72.20,,,,,,,,
1982Q3,,,,,,,66.08,,,,,,,,
1982Q2,,,,,,,69.83,,,,,,,,
1982Q1,,,,,,,68.56,,,,,,,,
1981Q4,,,,,,,71.17,,,,,,,,
1981Q3,,,,,,,64.84,,,,,,,,
1981Q2,,,,,,,67.86,,,,,,,,
1981Q1,,,,,,,66.70,,,,,,,,
1980Q4,,,,,,,69.34,,,,,,,,
1980Q3,,,,,,,63.92,,,,,,,,
1980Q2,,,,,,,67.34,,,,,,,,
1980Q1,,,,,,,66.78,,,,,,,,
